6, 2
0.76, 61.50, 16.50, 22.50, 0.00, 0.10, 2.94, 4.14
0.76, 61.50, 16.50, 22.50, 0.00, 0.10, 2.21, 3.67
0.74, 86.00, 45.00, 20.50, 0.50, 0.10, 0.36, 3.43
0.74, 86.00, 45.00, 20.50, 0.50, 0.10, 0.43, 3.71
0.74, 86.00, 45.00, 20.50, 0.50, 0.10, 0.36, 3.48
0.74, 86.00, 45.00, 20.50, 0.50, 0.10, 0.39, 3.70
0.71, 10.50, 69.50, 20.50, 0.50, 0.10, 0.71, 3.80
0.71, 10.50, 69.50, 20.50, 0.50, 0.10, 0.80, 4.28
0.71, 10.50, 69.50, 20.50, 0.50, 0.10, 0.70, 3.87
0.71, 10.50, 69.50, 20.50, 0.50, 0.10, 0.75, 4.27
0.69, 35.00, 94.00, 20.50, 0.50, 0.10, 1.11, 4.28
0.69, 35.00, 94.00, 20.50, 0.50, 0.10, 1.13, 4.61
0.69, 35.00, 94.00, 20.50, 0.50, 0.10, 1.09, 4.30
0.69, 35.00, 94.00, 20.50, 0.50, 0.10, 1.16, 4.45
0.66, 59.50, 18.50, 20.50, 0.50, 0.10, 1.68, 3.90
0.66, 59.50, 18.50, 20.50, 0.50, 0.10, 1.69, 3.72
0.66, 59.50, 18.50, 20.50, 0.50, 0.10, 1.70, 3.88
0.66, 59.50, 18.50, 20.50, 0.50, 0.10, 1.69, 3.65
0.64, 84.00, 43.00, 20.50, 0.50, 0.10, 5.41, 9.37
0.64, 84.00, 43.00, 20.50, 0.50, 0.10, 5.20, 9.43
0.64, 84.00, 43.00, 20.50, 0.50, 0.10, 5.42, 9.34
0.64, 84.00, 43.00, 20.50, 0.50, 0.10, 5.21, 9.32
0.62, 08.50, 67.50, 20.50, 0.50, 0.10, 2.96, 4.34
0.62, 08.50, 67.50, 20.50, 0.50, 0.10, 2.97, 4.50
0.62, 08.50, 67.50, 20.50, 0.50, 0.10, 2.93, 4.33
0.62, 08.50, 67.50, 20.50, 0.50, 0.10, 3.02, 4.27
0.98, 14.50, 94.00, 10.25, 0.00, 0.10, 4.29, 5.95
0.98, 14.50, 94.00, 10.25, 0.00, 0.10, 4.31, 5.63
0.98, 14.50, 94.00, 10.25, 0.00, 0.10, 4.13, 6.13
0.98, 14.50, 94.00, 10.25, 0.00, 0.10, 4.25, 5.89
0.90, 63.50, 18.50, 22.50, 0.00, 0.10, 8.88, 2.54
0.90, 63.50, 18.50, 22.50, 0.00, 0.10, 9.68, 9.44
0.90, 63.50, 18.50, 22.50, 0.00, 0.10, 8.83, 9.36
0.90, 63.50, 18.50, 22.50, 0.00, 0.10, 7.90, 4.20
0.86, 88.00, 94.00, 47.00, 0.00, 0.10, 6.48, 0.91
0.86, 88.00, 94.00, 47.00, 0.00, 0.10, 7.02, 5.63
0.86, 88.00, 94.00, 47.00, 0.00, 0.10, 6.33, 7.36
0.86, 88.00, 94.00, 47.00, 0.00, 0.10, 5.36, 1.90
0.82, 12.50, 18.50, 47.00, 0.00, 0.10, 3.75, 7.38
0.82, 12.50, 18.50, 47.00, 0.00, 0.10, 4.23, 5.02
0.82, 12.50, 18.50, 47.00, 0.00, 0.10, 3.67, 4.80
0.82, 12.50, 18.50, 47.00, 0.00, 0.10, 2.79, 8.79
0.79, 37.00, 43.00, 47.00, 0.00, 0.10, 5.65, 1.07
0.79, 37.00, 43.00, 47.00, 0.00, 0.10, 7.26, 4.62
0.79, 37.00, 43.00, 47.00, 0.00, 0.10, 6.97, 3.87
0.79, 37.00, 43.00, 47.00, 0.00, 0.10, 6.03, 2.86
0.76, 61.50, 16.50, 22.50, 0.00, 0.10, 3.16, 3.91
0.76, 61.50, 16.50, 22.50, 0.00, 0.10, 2.40, 4.07
0.76, 61.50, 16.50, 22.50, 0.00, 0.10, 3.12, 4.17
0.76, 61.50, 16.50, 22.50, 0.00, 0.10, 2.41, 3.78
0.74, 86.00, 45.00, 20.50, 0.50, 0.10, 0.42, 3.39
0.74, 86.00, 45.00, 20.50, 0.50, 0.10, 0.46, 3.72
0.74, 86.00, 45.00, 20.50, 0.50, 0.10, 0.32, 3.57
0.74, 86.00, 45.00, 20.50, 0.50, 0.10, 0.45, 3.79
0.71, 10.50, 69.50, 20.50, 0.50, 0.10, 0.64, 3.67
0.71, 10.50, 69.50, 20.50, 0.50, 0.10, 0.72, 4.11
0.71, 10.50, 69.50, 20.50, 0.50, 0.10, 0.55, 3.80
0.71, 10.50, 69.50, 20.50, 0.50, 0.10, 0.68, 4.21
0.69, 35.00, 94.00, 20.50, 0.50, 0.10, 1.45, 3.20
0.69, 35.00, 94.00, 20.50, 0.50, 0.10, 1.46, 3.54
0.69, 35.00, 94.00, 20.50, 0.50, 0.10, 1.32, 3.32
0.69, 35.00, 94.00, 20.50, 0.50, 0.10, 1.49, 3.51
0.66, 59.50, 18.50, 20.50, 0.50, 0.10, 1.45, 4.86
0.66, 59.50, 18.50, 20.50, 0.50, 0.10, 1.42, 4.75
0.66, 59.50, 18.50, 20.50, 0.50, 0.10, 1.33, 5.00
0.66, 59.50, 18.50, 20.50, 0.50, 0.10, 1.43, 4.74
0.64, 84.00, 43.00, 20.50, 0.50, 0.10, 5.41, 9.23
0.64, 84.00, 43.00, 20.50, 0.50, 0.10, 5.18, 9.34
0.64, 84.00, 43.00, 20.50, 0.50, 0.10, 5.34, 9.32
0.64, 84.00, 43.00, 20.50, 0.50, 0.10, 5.19, 9.30
0.62, 08.50, 67.50, 20.50, 0.50, 0.10, 2.88, 4.37
0.62, 08.50, 67.50, 20.50, 0.50, 0.10, 3.00, 4.57
0.62, 08.50, 67.50, 20.50, 0.50, 0.10, 2.97, 4.27
0.62, 08.50, 67.50, 20.50, 0.50, 0.10, 3.04, 4.24
0.98, 14.50, 94.00, 10.25, 0.00, 0.10, 4.28, 5.68
0.98, 14.50, 94.00, 10.25, 0.00, 0.10, 4.40, 6.02
0.98, 14.50, 94.00, 10.25, 0.00, 0.10, 4.11, 5.84
0.98, 14.50, 94.00, 10.25, 0.00, 0.10, 4.35, 6.14
0.90, 63.50, 18.50, 22.50, 0.00, 0.10, 8.07, 4.14
0.90, 63.50, 18.50, 22.50, 0.00, 0.10, 9.01, 2.85
0.90, 63.50, 18.50, 22.50, 0.00, 0.10, 9.62, 0.08
0.90, 63.50, 18.50, 22.50, 0.00, 0.10, 9.05, 9.67
0.86, 88.00, 94.00, 47.00, 0.00, 0.10, 5.41, 1.73
0.86, 88.00, 94.00, 47.00, 0.00, 0.10, 6.47, 1.01
0.86, 88.00, 94.00, 47.00, 0.00, 0.10, 6.89, 5.90
0.86, 88.00, 94.00, 47.00, 0.00, 0.10, 6.46, 7.40
0.82, 12.50, 18.50, 47.00, 0.00, 0.10, 2.93, 8.68
0.82, 12.50, 18.50, 47.00, 0.00, 0.10, 3.84, 7.54
0.82, 12.50, 18.50, 47.00, 0.00, 0.10, 4.17, 5.35
0.82, 12.50, 18.50, 47.00, 0.00, 0.10, 3.87, 4.93
0.79, 37.00, 43.00, 47.00, 0.00, 0.10, 5.78, 3.12
0.79, 37.00, 43.00, 47.00, 0.00, 0.10, 5.48, 1.22
0.79, 37.00, 43.00, 47.00, 0.00, 0.10, 6.97, 5.10
0.79, 37.00, 43.00, 47.00, 0.00, 0.10, 6.70, 4.29
0.76, 61.50, 16.50, 22.50, 0.00, 0.10, 2.52, 3.85
0.76, 61.50, 16.50, 22.50, 0.00, 0.10, 3.28, 4.11
0.76, 61.50, 16.50, 22.50, 0.00, 0.10, 2.33, 4.48
0.76, 61.50, 16.50, 22.50, 0.00, 0.10, 3.24, 4.50
0.74, 86.00, 45.00, 20.50, 0.50, 0.10, 0.39, 3.60
0.74, 86.00, 45.00, 20.50, 0.50, 0.10, 0.34, 3.36
0.74, 86.00, 45.00, 20.50, 0.50, 0.10, 0.35, 3.65
0.74, 86.00, 45.00, 20.50, 0.50, 0.10, 0.38, 3.49
0.71, 10.50, 69.50, 20.50, 0.50, 0.10, 0.77, 4.14
0.71, 10.50, 69.50, 20.50, 0.50, 0.10, 0.68, 3.77
0.71, 10.50, 69.50, 20.50, 0.50, 0.10, 0.68, 4.30
0.71, 10.50, 69.50, 20.50, 0.50, 0.10, 0.70, 3.87
0.69, 35.00, 94.00, 20.50, 0.50, 0.10, 1.22, 4.44
0.69, 35.00, 94.00, 20.50, 0.50, 0.10, 1.16, 4.27
0.69, 35.00, 94.00, 20.50, 0.50, 0.10, 1.10, 4.67
0.69, 35.00, 94.00, 20.50, 0.50, 0.10, 1.14, 4.40
0.66, 59.50, 18.50, 20.50, 0.50, 0.10, 1.59, 3.46
0.66, 59.50, 18.50, 20.50, 0.50, 0.10, 1.60, 3.70
0.66, 59.50, 18.50, 20.50, 0.50, 0.10, 1.53, 3.59
0.66, 59.50, 18.50, 20.50, 0.50, 0.10, 1.61, 3.83
0.64, 84.00, 43.00, 20.50, 0.50, 0.10, 5.16, 9.14
0.64, 84.00, 43.00, 20.50, 0.50, 0.10, 5.36, 9.18
0.64, 84.00, 43.00, 20.50, 0.50, 0.10, 5.12, 9.37
0.64, 84.00, 43.00, 20.50, 0.50, 0.10, 5.36, 9.29
0.62, 08.50, 67.50, 20.50, 0.50, 0.10, 2.68, 4.09
0.62, 08.50, 67.50, 20.50, 0.50, 0.10, 2.63, 4.23
0.62, 08.50, 67.50, 20.50, 0.50, 0.10, 2.71, 4.14
0.62, 08.50, 67.50, 20.50, 0.50, 0.10, 2.73, 3.89
0.98, 14.50, 94.00, 10.25, 0.00, 0.10, 4.38, 5.91
0.98, 14.50, 94.00, 10.25, 0.00, 0.10, 4.23, 5.72
0.98, 14.50, 94.00, 10.25, 0.00, 0.10, 4.04, 6.18
0.98, 14.50, 94.00, 10.25, 0.00, 0.10, 4.32, 5.87
0.90, 63.50, 18.50, 22.50, 0.00, 0.10, 9.06, 9.34
0.90, 63.50, 18.50, 22.50, 0.00, 0.10, 8.05, 3.91
0.90, 63.50, 18.50, 22.50, 0.00, 0.10, 8.86, 2.83
0.90, 63.50, 18.50, 22.50, 0.00, 0.10, 9.79, 9.92
0.86, 88.00, 94.00, 47.00, 0.00, 0.10, 6.44, 7.17
0.86, 88.00, 94.00, 47.00, 0.00, 0.10, 5.37, 1.76
0.86, 88.00, 94.00, 47.00, 0.00, 0.10, 6.33, 1.06
0.86, 88.00, 94.00, 47.00, 0.00, 0.10, 7.03, 5.81
0.82, 12.50, 18.50, 47.00, 0.00, 0.10, 3.80, 4.61
0.82, 12.50, 18.50, 47.00, 0.00, 0.10, 2.80, 8.61
0.82, 12.50, 18.50, 47.00, 0.00, 0.10, 3.59, 7.57
0.82, 12.50, 18.50, 47.00, 0.00, 0.10, 4.24, 5.16
0.79, 37.00, 43.00, 47.00, 0.00, 0.10, 6.86, 4.25
0.79, 37.00, 43.00, 47.00, 0.00, 0.10, 5.89, 3.30
0.79, 37.00, 43.00, 47.00, 0.00, 0.10, 5.45, 1.86
0.79, 37.00, 43.00, 47.00, 0.00, 0.10, 7.10, 5.29
0.76, 61.50, 16.50, 22.50, 0.00, 0.10, 3.08, 4.11
0.76, 61.50, 16.50, 22.50, 0.00, 0.10, 2.38, 3.62
0.76, 61.50, 16.50, 22.50, 0.00, 0.10, 3.09, 3.89
0.76, 61.50, 16.50, 22.50, 0.00, 0.10, 2.31, 4.05
0.74, 86.00, 45.00, 20.50, 0.50, 0.10, 0.08, 3.20
0.74, 86.00, 45.00, 20.50, 0.50, 0.10, 0.15, 3.36
0.74, 86.00, 45.00, 20.50, 0.50, 0.10, 0.07, 3.21
0.74, 86.00, 45.00, 20.50, 0.50, 0.10, 0.14, 3.53
0.71, 10.50, 69.50, 20.50, 0.50, 0.10, 0.66, 3.67
0.71, 10.50, 69.50, 20.50, 0.50, 0.10, 0.68, 4.12
0.71, 10.50, 69.50, 20.50, 0.50, 0.10, 0.53, 3.79
0.71, 10.50, 69.50, 20.50, 0.50, 0.10, 0.72, 4.20
0.69, 35.00, 94.00, 20.50, 0.50, 0.10, 1.18, 4.29
0.69, 35.00, 94.00, 20.50, 0.50, 0.10, 1.22, 4.49
0.69, 35.00, 94.00, 20.50, 0.50, 0.10, 1.07, 4.42
0.69, 35.00, 94.00, 20.50, 0.50, 0.10, 1.20, 4.73
0.66, 59.50, 18.50, 20.50, 0.50, 0.10, 1.44, 4.86
0.66, 59.50, 18.50, 20.50, 0.50, 0.10, 1.42, 4.67
0.66, 59.50, 18.50, 20.50, 0.50, 0.10, 1.33, 5.00
0.66, 59.50, 18.50, 20.50, 0.50, 0.10, 1.43, 4.83
0.64, 84.00, 43.00, 20.50, 0.50, 0.10, 5.40, 9.24
0.64, 84.00, 43.00, 20.50, 0.50, 0.10, 5.19, 9.25
0.64, 84.00, 43.00, 20.50, 0.50, 0.10, 5.32, 9.42
0.64, 84.00, 43.00, 20.50, 0.50, 0.10, 5.16, 9.48
0.62, 08.50, 67.50, 20.50, 0.50, 0.10, 2.85, 4.37
0.62, 08.50, 67.50, 20.50, 0.50, 0.10, 3.04, 4.34
0.62, 08.50, 67.50, 20.50, 0.50, 0.10, 3.00, 4.28
0.62, 08.50, 67.50, 20.50, 0.50, 0.10, 3.00, 4.47
0.98, 14.50, 94.00, 10.25, 0.00, 0.10, 4.35, 5.64
0.98, 14.50, 94.00, 10.25, 0.00, 0.10, 4.33, 5.98
0.98, 14.50, 94.00, 10.25, 0.00, 0.10, 4.03, 5.88
0.98, 14.50, 94.00, 10.25, 0.00, 0.10, 4.26, 6.18
0.90, 63.50, 18.50, 22.50, 0.00, 0.10, 9.83, 9.82
0.90, 63.50, 18.50, 22.50, 0.00, 0.10, 9.08, 9.52
0.90, 63.50, 18.50, 22.50, 0.00, 0.10, 8.03, 4.45
0.90, 63.50, 18.50, 22.50, 0.00, 0.10, 9.02, 3.01
0.86, 88.00, 94.00, 47.00, 0.00, 0.10, 7.03, 5.82
0.86, 88.00, 94.00, 47.00, 0.00, 0.10, 6.45, 7.33
0.86, 88.00, 94.00, 47.00, 0.00, 0.10, 5.36, 2.04
0.86, 88.00, 94.00, 47.00, 0.00, 0.10, 6.45, 1.28
0.82, 12.50, 18.50, 47.00, 0.00, 0.10, 4.37, 5.11
0.82, 12.50, 18.50, 47.00, 0.00, 0.10, 3.89, 4.77
0.82, 12.50, 18.50, 47.00, 0.00, 0.10, 2.89, 8.88
0.82, 12.50, 18.50, 47.00, 0.00, 0.10, 3.86, 7.69
0.79, 37.00, 43.00, 47.00, 0.00, 0.10, 7.03, 4.99
0.79, 37.00, 43.00, 47.00, 0.00, 0.10, 6.71, 4.18
0.79, 37.00, 43.00, 47.00, 0.00, 0.10, 6.77, 3.14
0.79, 37.00, 43.00, 47.00, 0.00, 0.10, 5.48, 1.26
0.76, 61.50, 16.50, 22.50, 0.00, 0.10, 2.31, 4.25
0.76, 61.50, 16.50, 22.50, 0.00, 0.10, 3.21, 4.35
0.76, 61.50, 16.50, 22.50, 0.00, 0.10, 2.46, 3.64
0.76, 61.50, 16.50, 22.50, 0.00, 0.10, 3.27, 3.88
0.74, 86.00, 45.00, 20.50, 0.50, 0.10, 0.47, 3.65
0.74, 86.00, 45.00, 20.50, 0.50, 0.10, 0.37, 3.44
0.74, 86.00, 45.00, 20.50, 0.50, 0.10, 0.34, 3.72
0.74, 86.00, 45.00, 20.50, 0.50, 0.10, 0.39, 3.50
0.71, 10.50, 69.50, 20.50, 0.50, 0.10, 0.78, 4.18
0.71, 10.50, 69.50, 20.50, 0.50, 0.10, 0.70, 3.75
0.71, 10.50, 69.50, 20.50, 0.50, 0.10, 0.67, 4.26
0.71, 10.50, 69.50, 20.50, 0.50, 0.10, 3.69, 3.89
0.69, 35.00, 94.00, 20.50, 0.50, 0.10, 1.21, 4.55
0.69, 35.00, 94.00, 20.50, 0.50, 0.10, 1.14, 4.28
0.69, 35.00, 94.00, 20.50, 0.50, 0.10, 1.11, 4.46
0.69, 35.00, 94.00, 20.50, 0.50, 0.10, 1.16, 4.39
0.66, 59.50, 18.50, 20.50, 0.50, 0.10, 1.38, 4.54
0.66, 59.50, 18.50, 20.50, 0.50, 0.10, 1.34, 4.81
0.66, 59.50, 18.50, 20.50, 0.50, 0.10, 1.22, 4.65
0.66, 59.50, 18.50, 20.50, 0.50, 0.10, 1.34, 4.87
0.64, 84.00, 43.00, 20.50, 0.50, 0.10, 5.16, 9.24
0.64, 84.00, 43.00, 20.50, 0.50, 0.10, 5.37, 9.18
0.64, 84.00, 43.00, 20.50, 0.50, 0.10, 5.12, 9.26
0.64, 84.00, 43.00, 20.50, 0.50, 0.10, 5.36, 9.29
0.62, 08.50, 67.50, 20.50, 0.50, 0.10, 2.59, 4.24
0.62, 08.50, 67.50, 20.50, 0.50, 0.10, 2.74, 3.97
0.62, 08.50, 67.50, 20.50, 0.50, 0.10, 2.80, 3.99
0.62, 08.50, 67.50, 20.50, 0.50, 0.10, 2.62, 4.15
0.98, 14.50, 94.00, 10.25, 0.00, 0.25, 8.15, 9.79
0.98, 14.50, 94.00, 10.25, 0.00, 0.25, 8.15, 9.79
0.98, 14.50, 94.00, 10.25, 0.00, 0.25, 8.37, 9.28
0.98, 14.50, 94.00, 10.25, 0.00, 0.25, 8.41, 9.49
0.90, 63.50, 18.50, 22.50, 0.00, 0.25, 2.68, 6.12
0.90, 63.50, 18.50, 22.50, 0.00, 0.25, 3.48, 3.17
0.90, 63.50, 18.50, 22.50, 0.00, 0.25, 2.84, 2.71
0.90, 63.50, 18.50, 22.50, 0.00, 0.25, 2.00, 7.58
0.86, 88.00, 94.00, 47.00, 0.00, 0.25, 9.54, 3.98
0.86, 88.00, 94.00, 47.00, 0.00, 0.25, 0.05, 8.61
0.86, 88.00, 94.00, 47.00, 0.00, 0.25, 9.60, 0.12
0.86, 88.00, 94.00, 47.00, 0.00, 0.25, 8.66, 4.73
0.82, 12.50, 18.50, 47.00, 0.00, 0.25, 6.84, 0.17
0.82, 12.50, 18.50, 47.00, 0.00, 0.25, 7.27, 7.84
0.82, 12.50, 18.50, 47.00, 0.00, 0.25, 6.97, 7.25
0.82, 12.50, 18.50, 47.00, 0.00, 0.25, 6.19, 1.39
0.79, 37.00, 43.00, 47.00, 0.00, 0.25, 8.67, 3.80
0.79, 37.00, 43.00, 47.00, 0.00, 0.25, 0.03, 7.81
0.79, 37.00, 43.00, 47.00, 0.00, 0.25, 9.86, 6.85
0.79, 37.00, 43.00, 47.00, 0.00, 0.25, 9.04, 5.52
0.76, 61.50, 16.50, 22.50, 0.00, 0.25, 6.96, 6.85
0.76, 61.50, 16.50, 22.50, 0.00, 0.25, 6.13, 7.58
0.76, 61.50, 16.50, 22.50, 0.00, 0.25, 6.91, 7.45
0.76, 61.50, 16.50, 22.50, 0.00, 0.25, 6.43, 6.62
0.74, 86.00, 45.00, 20.50, 0.50, 0.25, 2.43, 5.19
0.74, 86.00, 45.00, 20.50, 0.50, 0.25, 2.50, 5.50
0.74, 86.00, 45.00, 20.50, 0.50, 0.25, 2.41, 5.28
0.74, 86.00, 45.00, 20.50, 0.50, 0.25, 2.45, 5.50
0.71, 10.50, 69.50, 20.50, 0.50, 0.25, 2.57, 5.42
0.71, 10.50, 69.50, 20.50, 0.50, 0.25, 2.65, 5.85
0.71, 10.50, 69.50, 20.50, 0.50, 0.25, 2.57, 5.44
0.71, 10.50, 69.50, 20.50, 0.50, 0.25, 2.63, 5.81
0.69, 35.00, 94.00, 20.50, 0.50, 0.25, 2.78, 5.21
0.69, 35.00, 94.00, 20.50, 0.50, 0.25, 2.93, 5.63
0.69, 35.00, 94.00, 20.50, 0.50, 0.25, 2.73, 5.48
0.69, 35.00, 94.00, 20.50, 0.50, 0.25, 2.72, 5.78
0.66, 59.50, 18.50, 20.50, 0.50, 0.25, 3.17, 6.39
0.66, 59.50, 18.50, 20.50, 0.50, 0.25, 3.18, 6.27
0.66, 59.50, 18.50, 20.50, 0.50, 0.25, 3.17, 6.39
0.66, 59.50, 18.50, 20.50, 0.50, 0.25, 3.18, 6.19
0.64, 84.00, 43.00, 20.50, 0.50, 0.25, 7.50, 1.13
0.64, 84.00, 43.00, 20.50, 0.50, 0.25, 7.35, 1.19
0.64, 84.00, 43.00, 20.50, 0.50, 0.25, 7.52, 1.09
0.64, 84.00, 43.00, 20.50, 0.50, 0.25, 7.37, 1.08
0.62, 08.50, 67.50, 20.50, 0.50, 0.25, 5.09, 5.77
0.62, 08.50, 67.50, 20.50, 0.50, 0.25, 5.12, 5.95
0.62, 08.50, 67.50, 20.50, 0.50, 0.25, 5.08, 5.77
0.62, 08.50, 67.50, 20.50, 0.50, 0.25, 5.16, 5.76
0.98, 14.50, 94.00, 10.25, 0.00, 0.25, 8.67, 9.62
0.98, 14.50, 94.00, 10.25, 0.00, 0.25, 8.57, 9.69
0.98, 14.50, 94.00, 10.25, 0.00, 0.25, 8.18, 0.18
0.98, 14.50, 94.00, 10.25, 0.00, 0.25, 8.60, 0.02
0.90, 63.50, 18.50, 22.50, 0.00, 0.25, 2.46, 5.56
0.90, 63.50, 18.50, 22.50, 0.00, 0.25, 3.27, 2.64
0.90, 63.50, 18.50, 22.50, 0.00, 0.25, 2.33, 2.77
0.90, 63.50, 18.50, 22.50, 0.00, 0.25, 1.66, 7.72
0.86, 88.00, 94.00, 47.00, 0.00, 0.25, 9.34, 3.37
0.86, 88.00, 94.00, 47.00, 0.00, 0.25, 9.87, 7.89
0.86, 88.00, 94.00, 47.00, 0.00, 0.25, 9.27, 9.90
0.86, 88.00, 94.00, 47.00, 0.00, 0.25, 8.40, 4.52
0.82, 12.50, 18.50, 47.00, 0.00, 0.25, 5.74, 8.27
0.82, 12.50, 18.50, 47.00, 0.00, 0.25, 5.98, 6.96
0.82, 12.50, 18.50, 47.00, 0.00, 0.25, 5.38, 6.72
0.82, 12.50, 18.50, 47.00, 0.00, 0.25, 4.94, 9.88
0.79, 37.00, 43.00, 47.00, 0.00, 0.25, 8.57, 3.86
0.79, 37.00, 43.00, 47.00, 0.00, 0.25, 0.19, 7.41
0.79, 37.00, 43.00, 47.00, 0.00, 0.25, 9.97, 6.77
0.79, 37.00, 43.00, 47.00, 0.00, 0.25, 8.98, 5.97
0.76, 61.50, 16.50, 22.50, 0.00, 0.25, 6.95, 6.87
0.76, 61.50, 16.50, 22.50, 0.00, 0.25, 6.28, 7.35
